from,to,capacity,travel_time,attributes_json_layer,attributes_json_capacity,attributes_json_travel_time,attributes_json_status,layer_Road Network,layer_Telecom Network,layer_Water Network
POWER_003,MAG_009,111,1,Energy Grid,111,1,active,False,False,False
POWER_003,WATER_030,117,1,Energy Grid,117,1,active,False,False,False
POWER_003,WATER_023,108,1,Energy Grid,108,1,active,False,False,False
POWER_003,MAG_004,93,1,Energy Grid,93,1,active,False,False,False
POWER_003,WATER_011,74,1,Energy Grid,74,1,active,False,False,False
POWER_004,HOSP_001,120,1,Energy Grid,120,1,active,False,False,False
POWER_004,WATER_012,43,1,Energy Grid,43,1,active,False,False,False
POWER_004,WATER_029,91,1,Energy Grid,91,1,active,False,False,False
POWER_004,WATER_003,58,1,Energy Grid,58,1,active,False,False,False
POWER_004,MAG_011,111,1,Energy Grid,111,1,active,False,False,False
POWER_004,MAG_016,82,1,Energy Grid,82,1,active,False,False,False
POWER_004,WATER_002,105,1,Energy Grid,105,1,active,False,False,False
POWER_004,MAG_003,65,1,Energy Grid,65,1,active,False,False,False
POWER_004,DATA_009,67,1,Energy Grid,67,1,active,False,False,False
POWER_004,WATER_008,72,1,Energy Grid,72,1,active,False,False,False
POWER_004,DATA_017,109,1,Energy Grid,109,1,active,False,False,False
POWER_004,DATA_002,102,1,Energy Grid,102,1,active,False,False,False
POWER_004,WATER_019,98,1,Energy Grid,98,1,active,False,False,False
POWER_004,DATA_015,99,1,Energy Grid,99,1,active,False,False,False
POWER_005,MAG_013,43,1,Energy Grid,43,1,active,False,False,False
POWER_005,MAG_014,94,1,Energy Grid,94,1,active,False,False,False
POWER_005,MAG_004,115,1,Energy Grid,115,1,active,False,False,False
POWER_005,HOSP_009,116,1,Energy Grid,116,1,active,False,False,False
POWER_005,HOSP_001,85,1,Energy Grid,85,1,active,False,False,False
POWER_005,WATER_026,40,1,Energy Grid,40,1,active,False,False,False
POWER_005,DATA_018,83,1,Energy Grid,83,1,active,False,False,False
POWER_005,WATER_011,46,1,Energy Grid,46,1,active,False,False,False
POWER_005,DATA_009,97,1,Energy Grid,97,1,active,False,False,False
POWER_005,MAG_006,95,1,Energy Grid,95,1,active,False,False,False
POWER_005,MAG_016,67,1,Energy Grid,67,1,active,False,False,False
POWER_005,MAG_011,49,1,Energy Grid,49,1,active,False,False,False
POWER_005,DATA_017,117,1,Energy Grid,117,1,active,False,False,False
POWER_005,MAG_022,46,1,Energy Grid,46,1,active,False,False,False
POWER_005,WATER_013,43,1,Energy Grid,43,1,active,False,False,False
POWER_005,WATER_009,73,1,Energy Grid,73,1,active,False,False,False
POWER_005,DATA_010,74,1,Energy Grid,74,1,active,False,False,False
POWER_005,WATER_017,91,1,Energy Grid,91,1,active,False,False,False
POWER_005,DATA_008,52,1,Energy Grid,52,1,active,False,False,False
POWER_005,WATER_010,59,1,Energy Grid,59,1,active,False,False,False
POWER_005,MAG_021,83,1,Energy Grid,83,1,active,False,False,False
POWER_005,DATA_015,104,1,Energy Grid,104,1,active,False,False,False
POWER_005,MAG_018,115,1,Energy Grid,115,1,active,False,False,False
POWER_005,WATER_027,118,1,Energy Grid,118,1,active,False,False,False
POWER_005,HOSP_003,64,1,Energy Grid,64,1,active,False,False,False
POWER_006,HOSP_008,45,1,Energy Grid,45,1,active,False,False,False
POWER_006,DATA_012,113,1,Energy Grid,113,1,active,False,False,False
POWER_006,MAG_008,53,1,Energy Grid,53,1,active,False,False,False
POWER_006,WATER_018,50,1,Energy Grid,50,1,active,False,False,False
POWER_006,MAG_018,105,1,Energy Grid,105,1,active,False,False,False
POWER_006,HOSP_003,83,1,Energy Grid,83,1,active,False,False,False
POWER_006,WATER_014,110,1,Energy Grid,110,1,active,False,False,False
POWER_006,MAG_012,98,1,Energy Grid,98,1,active,False,False,False
POWER_006,DATA_003,52,1,Energy Grid,52,1,active,False,False,False
POWER_006,DATA_015,47,1,Energy Grid,47,1,active,False,False,False
POWER_006,WATER_028,108,1,Energy Grid,108,1,active,False,False,False
POWER_006,DATA_001,113,1,Energy Grid,113,1,active,False,False,False
POWER_007,MAG_009,75,1,Energy Grid,75,1,active,False,False,False
POWER_007,MAG_021,88,1,Energy Grid,88,1,active,False,False,False
POWER_007,MAG_014,116,1,Energy Grid,116,1,active,False,False,False
POWER_007,WATER_006,75,1,Energy Grid,75,1,active,False,False,False
POWER_007,MAG_003,83,1,Energy Grid,83,1,active,False,False,False
POWER_007,DATA_012,76,1,Energy Grid,76,1,active,False,False,False
POWER_007,HOSP_007,55,1,Energy Grid,55,1,active,False,False,False
POWER_007,WATER_008,97,1,Energy Grid,97,1,active,False,False,False
POWER_007,WATER_007,49,1,Energy Grid,49,1,active,False,False,False
POWER_007,MAG_004,113,1,Energy Grid,113,1,active,False,False,False
POWER_007,HOSP_004,63,1,Energy Grid,63,1,active,False,False,False
POWER_007,MAG_005,74,1,Energy Grid,74,1,active,False,False,False
POWER_007,WATER_024,100,1,Energy Grid,100,1,active,False,False,False
POWER_007,WATER_001,97,1,Energy Grid,97,1,active,False,False,False
POWER_007,DATA_018,94,1,Energy Grid,94,1,active,False,False,False
POWER_007,MAG_010,68,1,Energy Grid,68,1,active,False,False,False
POWER_007,HOSP_002,75,1,Energy Grid,75,1,active,False,False,False
POWER_008,MAG_004,78,1,Energy Grid,78,1,active,False,False,False
POWER_008,HOSP_009,54,1,Energy Grid,54,1,active,False,False,False
POWER_008,HOSP_001,74,1,Energy Grid,74,1,active,False,False,False
POWER_008,DATA_002,61,1,Energy Grid,61,1,active,False,False,False
POWER_008,HOSP_007,113,1,Energy Grid,113,1,active,False,False,False
POWER_008,DATA_005,70,1,Energy Grid,70,1,active,False,False,False
POWER_008,WATER_013,97,1,Energy Grid,97,1,active,False,False,False
POWER_008,WATER_025,58,1,Energy Grid,58,1,active,False,False,False
POWER_008,WATER_023,75,1,Energy Grid,75,1,active,False,False,False
POWER_008,HOSP_010,83,1,Energy Grid,83,1,active,False,False,False
POWER_008,HOSP_005,75,1,Energy Grid,75,1,active,False,False,False
POWER_008,MAG_011,116,1,Energy Grid,116,1,active,False,False,False
POWER_008,DATA_011,99,1,Energy Grid,99,1,active,False,False,False
POWER_008,MAG_021,108,1,Energy Grid,108,1,active,False,False,False
POWER_008,MAG_002,87,1,Energy Grid,87,1,active,False,False,False
POWER_008,DATA_018,115,1,Energy Grid,115,1,active,False,False,False
POWER_008,MAG_006,85,1,Energy Grid,85,1,active,False,False,False
POWER_008,MAG_010,114,1,Energy Grid,114,1,active,False,False,False
POWER_008,MAG_014,98,1,Energy Grid,98,1,active,False,False,False
POWER_008,HOSP_002,79,1,Energy Grid,79,1,active,False,False,False
POWER_008,MAG_008,47,1,Energy Grid,47,1,active,False,False,False
POWER_008,WATER_029,101,1,Energy Grid,101,1,active,False,False,False
POWER_008,WATER_018,60,1,Energy Grid,60,1,active,False,False,False
POWER_008,WATER_020,114,1,Energy Grid,114,1,active,False,False,False
POWER_008,WATER_028,91,1,Energy Grid,91,1,active,False,False,False
POWER_008,HOSP_004,65,1,Energy Grid,65,1,active,False,False,False
POWER_008,MAG_020,103,1,Energy Grid,103,1,active,False,False,False
POWER_008,MAG_007,63,1,Energy Grid,63,1,active,False,False,False
POWER_008,WATER_010,60,1,Energy Grid,60,1,active,False,False,False
POWER_009,DATA_009,51,1,Energy Grid,51,1,active,False,False,False
POWER_009,HOSP_010,90,1,Energy Grid,90,1,active,False,False,False
POWER_009,WATER_016,75,1,Energy Grid,75,1,active,False,False,False
POWER_009,WATER_029,58,1,Energy Grid,58,1,active,False,False,False
POWER_009,MAG_004,94,1,Energy Grid,94,1,active,False,False,False
POWER_009,DATA_014,75,1,Energy Grid,75,1,active,False,False,False
POWER_009,DATA_001,56,1,Energy Grid,56,1,active,False,False,False
POWER_009,DATA_003,70,1,Energy Grid,70,1,active,False,False,False
POWER_009,WATER_002,81,1,Energy Grid,81,1,active,False,False,False
POWER_009,HOSP_006,109,1,Energy Grid,109,1,active,False,False,False
POWER_009,DATA_008,86,1,Energy Grid,86,1,active,False,False,False
POWER_009,WATER_015,62,1,Energy Grid,62,1,active,False,False,False
POWER_009,MAG_019,81,1,Energy Grid,81,1,active,False,False,False
POWER_009,DATA_006,71,1,Energy Grid,71,1,active,False,False,False
POWER_009,MAG_018,46,1,Energy Grid,46,1,active,False,False,False
POWER_009,WATER_026,81,1,Energy Grid,81,1,active,False,False,False
POWER_009,MAG_010,107,1,Energy Grid,107,1,active,False,False,False
POWER_009,WATER_019,68,1,Energy Grid,68,1,active,False,False,False
POWER_009,MAG_022,49,1,Energy Grid,49,1,active,False,False,False
POWER_009,MAG_021,83,1,Energy Grid,83,1,active,False,False,False
POWER_009,MAG_009,63,1,Energy Grid,63,1,active,False,False,False
POWER_009,WATER_012,115,1,Energy Grid,115,1,active,False,False,False
POWER_009,WATER_014,61,1,Energy Grid,61,1,active,False,False,False
POWER_009,MAG_006,65,1,Energy Grid,65,1,active,False,False,False
POWER_009,DATA_002,71,1,Energy Grid,71,1,active,False,False,False
POWER_009,WATER_018,116,1,Energy Grid,116,1,active,False,False,False
POWER_009,WATER_007,53,1,Energy Grid,53,1,active,False,False,False
POWER_010,HOSP_005,69,1,Energy Grid,69,1,active,False,False,False
POWER_010,HOSP_003,82,1,Energy Grid,82,1,active,False,False,False
POWER_010,MAG_001,40,1,Energy Grid,40,1,active,False,False,False
POWER_010,MAG_020,101,1,Energy Grid,101,1,active,False,False,False
POWER_010,WATER_002,78,1,Energy Grid,78,1,active,False,False,False
POWER_010,MAG_008,61,1,Energy Grid,61,1,active,False,False,False
POWER_010,WATER_018,116,1,Energy Grid,116,1,active,False,False,False
POWER_010,MAG_019,82,1,Energy Grid,82,1,active,False,False,False
POWER_010,HOSP_009,112,1,Energy Grid,112,1,active,False,False,False
POWER_010,WATER_007,72,1,Energy Grid,72,1,active,False,False,False
POWER_010,WATER_014,67,1,Energy Grid,67,1,active,False,False,False
POWER_010,MAG_017,103,1,Energy Grid,103,1,active,False,False,False
POWER_010,DATA_003,89,1,Energy Grid,89,1,active,False,False,False
POWER_010,WATER_022,67,1,Energy Grid,67,1,active,False,False,False
POWER_010,MAG_002,61,1,Energy Grid,61,1,active,False,False,False
POWER_010,WATER_005,102,1,Energy Grid,102,1,active,False,False,False
POWER_010,WATER_024,41,1,Energy Grid,41,1,active,False,False,False
POWER_010,DATA_002,42,1,Energy Grid,42,1,active,False,False,False
POWER_010,WATER_026,73,1,Energy Grid,73,1,active,False,False,False
POWER_011,WATER_030,57,1,Energy Grid,57,1,active,False,False,False
POWER_011,HOSP_010,51,1,Energy Grid,51,1,active,False,False,False
POWER_011,WATER_004,109,1,Energy Grid,109,1,active,False,False,False
POWER_011,MAG_013,107,1,Energy Grid,107,1,active,False,False,False
POWER_011,WATER_019,78,1,Energy Grid,78,1,active,False,False,False
POWER_011,DATA_014,108,1,Energy Grid,108,1,active,False,False,False
POWER_011,DATA_002,65,1,Energy Grid,65,1,active,False,False,False
POWER_011,WATER_029,51,1,Energy Grid,51,1,active,False,False,False
POWER_011,WATER_027,97,1,Energy Grid,97,1,active,False,False,False
POWER_011,WATER_017,104,1,Energy Grid,104,1,active,False,False,False
POWER_011,DATA_008,55,1,Energy Grid,55,1,active,False,False,False
POWER_011,MAG_002,80,1,Energy Grid,80,1,active,False,False,False
POWER_011,MAG_019,69,1,Energy Grid,69,1,active,False,False,False
POWER_011,DATA_016,75,1,Energy Grid,75,1,active,False,False,False
POWER_011,HOSP_005,84,1,Energy Grid,84,1,active,False,False,False
POWER_011,WATER_003,111,1,Energy Grid,111,1,active,False,False,False
POWER_012,WATER_019,91,1,Energy Grid,91,1,active,False,False,False
POWER_012,WATER_025,84,1,Energy Grid,84,1,active,False,False,False
POWER_012,WATER_030,111,1,Energy Grid,111,1,active,False,False,False
POWER_012,DATA_014,78,1,Energy Grid,78,1,active,False,False,False
POWER_012,WATER_001,67,1,Energy Grid,67,1,active,False,False,False
POWER_012,WATER_023,42,1,Energy Grid,42,1,active,False,False,False
POWER_012,HOSP_001,120,1,Energy Grid,120,1,active,False,False,False
POWER_012,HOSP_005,57,1,Energy Grid,57,1,active,False,False,False
POWER_012,MAG_002,40,1,Energy Grid,40,1,active,False,False,False
POWER_012,MAG_017,42,1,Energy Grid,42,1,active,False,False,False
POWER_012,HOSP_010,95,1,Energy Grid,95,1,active,False,False,False
POWER_012,WATER_028,78,1,Energy Grid,78,1,active,False,False,False
POWER_012,MAG_013,64,1,Energy Grid,64,1,active,False,False,False
POWER_012,WATER_006,118,1,Energy Grid,118,1,active,False,False,False
POWER_012,DATA_013,44,1,Energy Grid,44,1,active,False,False,False
POWER_012,DATA_012,98,1,Energy Grid,98,1,active,False,False,False
POWER_013,HOSP_009,104,1,Energy Grid,104,1,active,False,False,False
POWER_013,MAG_017,111,1,Energy Grid,111,1,active,False,False,False
POWER_013,MAG_011,103,1,Energy Grid,103,1,active,False,False,False
POWER_013,MAG_021,114,1,Energy Grid,114,1,active,False,False,False
POWER_013,MAG_022,79,1,Energy Grid,79,1,active,False,False,False
POWER_013,HOSP_005,45,1,Energy Grid,45,1,active,False,False,False
POWER_013,WATER_002,96,1,Energy Grid,96,1,active,False,False,False
POWER_013,WATER_026,99,1,Energy Grid,99,1,active,False,False,False
POWER_013,WATER_011,41,1,Energy Grid,41,1,active,False,False,False
POWER_013,WATER_023,45,1,Energy Grid,45,1,active,False,False,False
POWER_013,HOSP_007,66,1,Energy Grid,66,1,active,False,False,False
POWER_013,DATA_018,117,1,Energy Grid,117,1,active,False,False,False
POWER_013,MAG_013,83,1,Energy Grid,83,1,active,False,False,False
POWER_013,MAG_020,88,1,Energy Grid,88,1,active,False,False,False
POWER_013,HOSP_006,52,1,Energy Grid,52,1,active,False,False,False
POWER_013,MAG_002,42,1,Energy Grid,42,1,active,False,False,False
POWER_013,DATA_011,43,1,Energy Grid,43,1,active,False,False,False
POWER_013,WATER_006,119,1,Energy Grid,119,1,active,False,False,False
POWER_013,HOSP_010,109,1,Energy Grid,109,1,active,False,False,False
POWER_013,HOSP_004,117,1,Energy Grid,117,1,active,False,False,False
POWER_013,WATER_030,80,1,Energy Grid,80,1,active,False,False,False
POWER_013,WATER_005,52,1,Energy Grid,52,1,active,False,False,False
POWER_013,MAG_007,41,1,Energy Grid,41,1,active,False,False,False
POWER_013,WATER_010,79,1,Energy Grid,79,1,active,False,False,False
POWER_014,HOSP_007,58,1,Energy Grid,58,1,active,False,False,False
POWER_014,MAG_009,87,1,Energy Grid,87,1,active,False,False,False
POWER_014,WATER_006,79,1,Energy Grid,79,1,active,False,False,False
POWER_014,HOSP_004,63,1,Energy Grid,63,1,active,False,False,False
POWER_014,WATER_020,56,1,Energy Grid,56,1,active,False,False,False
POWER_014,HOSP_008,115,1,Energy Grid,115,1,active,False,False,False
POWER_014,DATA_011,110,1,Energy Grid,110,1,active,False,False,False
POWER_014,WATER_024,65,1,Energy Grid,65,1,active,False,False,False
POWER_014,HOSP_001,114,1,Energy Grid,114,1,active,False,False,False
POWER_014,DATA_007,54,1,Energy Grid,54,1,active,False,False,False
POWER_014,DATA_010,40,1,Energy Grid,40,1,active,False,False,False
POWER_014,WATER_027,73,1,Energy Grid,73,1,active,False,False,False
POWER_014,MAG_006,87,1,Energy Grid,87,1,active,False,False,False
POWER_014,MAG_021,50,1,Energy Grid,50,1,active,False,False,False
POWER_014,WATER_011,74,1,Energy Grid,74,1,active,False,False,False
POWER_014,WATER_022,112,1,Energy Grid,112,1,active,False,False,False
POWER_014,WATER_009,94,1,Energy Grid,94,1,active,False,False,False
POWER_014,WATER_014,51,1,Energy Grid,51,1,active,False,False,False
POWER_014,WATER_025,61,1,Energy Grid,61,1,active,False,False,False
POWER_014,WATER_010,76,1,Energy Grid,76,1,active,False,False,False
POWER_014,HOSP_003,56,1,Energy Grid,56,1,active,False,False,False
POWER_014,HOSP_002,110,1,Energy Grid,110,1,active,False,False,False
POWER_014,HOSP_005,113,1,Energy Grid,113,1,active,False,False,False
POWER_014,DATA_002,65,1,Energy Grid,65,1,active,False,False,False
POWER_014,DATA_005,49,1,Energy Grid,49,1,active,False,False,False
POWER_014,DATA_004,80,1,Energy Grid,80,1,active,False,False,False
POWER_015,DATA_013,51,1,Energy Grid,51,1,active,False,False,False
POWER_015,WATER_027,88,1,Energy Grid,88,1,active,False,False,False
POWER_015,DATA_012,108,1,Energy Grid,108,1,active,False,False,False
POWER_015,HOSP_009,70,1,Energy Grid,70,1,active,False,False,False
POWER_015,WATER_007,83,1,Energy Grid,83,1,active,False,False,False
POWER_015,HOSP_002,74,1,Energy Grid,74,1,active,False,False,False
POWER_015,MAG_006,60,1,Energy Grid,60,1,active,False,False,False
POWER_015,MAG_007,58,1,Energy Grid,58,1,active,False,False,False
POWER_015,WATER_002,117,1,Energy Grid,117,1,active,False,False,False
POWER_015,WATER_028,56,1,Energy Grid,56,1,active,False,False,False
POWER_015,MAG_001,105,1,Energy Grid,105,1,active,False,False,False
POWER_015,DATA_005,89,1,Energy Grid,89,1,active,False,False,False
POWER_015,HOSP_003,120,1,Energy Grid,120,1,active,False,False,False
POWER_015,MAG_005,69,1,Energy Grid,69,1,active,False,False,False
POWER_015,DATA_011,64,1,Energy Grid,64,1,active,False,False,False
POWER_015,MAG_011,80,1,Energy Grid,80,1,active,False,False,False
POWER_015,HOSP_004,106,1,Energy Grid,106,1,active,False,False,False
POWER_015,WATER_003,107,1,Energy Grid,107,1,active,False,False,False
POWER_015,MAG_009,92,1,Energy Grid,92,1,active,False,False,False
POWER_016,HOSP_003,70,1,Energy Grid,70,1,active,False,False,False
POWER_016,WATER_021,114,1,Energy Grid,114,1,active,False,False,False
POWER_016,DATA_010,96,1,Energy Grid,96,1,active,False,False,False
POWER_016,WATER_020,92,1,Energy Grid,92,1,active,False,False,False
POWER_016,DATA_009,70,1,Energy Grid,70,1,active,False,False,False
POWER_016,DATA_012,66,1,Energy Grid,66,1,active,False,False,False
POWER_016,HOSP_005,59,1,Energy Grid,59,1,active,False,False,False
POWER_016,WATER_016,64,1,Energy Grid,64,1,active,False,False,False
POWER_016,HOSP_007,91,1,Energy Grid,91,1,active,False,False,False
POWER_016,WATER_001,88,1,Energy Grid,88,1,active,False,False,False
POWER_016,WATER_002,42,1,Energy Grid,42,1,active,False,False,False
POWER_016,MAG_004,104,1,Energy Grid,104,1,active,False,False,False
POWER_016,DATA_016,55,1,Energy Grid,55,1,active,False,False,False
POWER_016,DATA_007,97,1,Energy Grid,97,1,active,False,False,False
POWER_016,WATER_026,115,1,Energy Grid,115,1,active,False,False,False
POWER_016,WATER_011,115,1,Energy Grid,115,1,active,False,False,False
POWER_017,WATER_016,59,1,Energy Grid,59,1,active,False,False,False
POWER_017,DATA_002,94,1,Energy Grid,94,1,active,False,False,False
POWER_017,HOSP_009,112,1,Energy Grid,112,1,active,False,False,False
POWER_017,WATER_020,85,1,Energy Grid,85,1,active,False,False,False
POWER_017,DATA_003,109,1,Energy Grid,109,1,active,False,False,False
POWER_017,WATER_013,51,1,Energy Grid,51,1,active,False,False,False
POWER_017,WATER_028,103,1,Energy Grid,103,1,active,False,False,False
POWER_017,MAG_021,60,1,Energy Grid,60,1,active,False,False,False
POWER_017,HOSP_008,92,1,Energy Grid,92,1,active,False,False,False
POWER_017,MAG_007,89,1,Energy Grid,89,1,active,False,False,False
POWER_017,WATER_003,78,1,Energy Grid,78,1,active,False,False,False
POWER_017,DATA_007,46,1,Energy Grid,46,1,active,False,False,False
POWER_017,WATER_011,106,1,Energy Grid,106,1,active,False,False,False
POWER_017,DATA_016,103,1,Energy Grid,103,1,active,False,False,False
POWER_017,WATER_014,97,1,Energy Grid,97,1,active,False,False,False
POWER_017,HOSP_006,86,1,Energy Grid,86,1,active,False,False,False
POWER_017,MAG_008,91,1,Energy Grid,91,1,active,False,False,False
POWER_017,WATER_025,75,1,Energy Grid,75,1,active,False,False,False
POWER_017,DATA_011,118,1,Energy Grid,118,1,active,False,False,False
POWER_017,MAG_018,109,1,Energy Grid,109,1,active,False,False,False
POWER_017,MAG_012,61,1,Energy Grid,61,1,active,False,False,False
POWER_017,MAG_014,49,1,Energy Grid,49,1,active,False,False,False
POWER_017,DATA_009,112,1,Energy Grid,112,1,active,False,False,False
POWER_017,WATER_019,104,1,Energy Grid,104,1,active,False,False,False
POWER_017,WATER_002,108,1,Energy Grid,108,1,active,False,False,False
POWER_017,WATER_006,66,1,Energy Grid,66,1,active,False,False,False
POWER_017,WATER_026,43,1,Energy Grid,43,1,active,False,False,False
POWER_018,DATA_005,99,1,Energy Grid,99,1,active,False,False,False
POWER_018,WATER_003,88,1,Energy Grid,88,1,active,False,False,False
POWER_018,WATER_027,87,1,Energy Grid,87,1,active,False,False,False
POWER_018,MAG_008,105,1,Energy Grid,105,1,active,False,False,False
POWER_018,MAG_012,69,1,Energy Grid,69,1,active,False,False,False
POWER_018,WATER_020,118,1,Energy Grid,118,1,active,False,False,False
POWER_018,DATA_013,66,1,Energy Grid,66,1,active,False,False,False
POWER_018,WATER_009,43,1,Energy Grid,43,1,active,False,False,False
POWER_018,WATER_010,98,1,Energy Grid,98,1,active,False,False,False
POWER_018,WATER_004,55,1,Energy Grid,55,1,active,False,False,False
POWER_018,WATER_005,53,1,Energy Grid,53,1,active,False,False,False
POWER_018,WATER_022,87,1,Energy Grid,87,1,active,False,False,False
POWER_018,MAG_002,74,1,Energy Grid,74,1,active,False,False,False
POWER_018,DATA_009,110,1,Energy Grid,110,1,active,False,False,False
POWER_018,MAG_009,91,1,Energy Grid,91,1,active,False,False,False
POWER_018,MAG_003,57,1,Energy Grid,57,1,active,False,False,False
POWER_018,WATER_024,102,1,Energy Grid,102,1,active,False,False,False
POWER_018,WATER_015,120,1,Energy Grid,120,1,active,False,False,False
POWER_018,WATER_021,51,1,Energy Grid,51,1,active,False,False,False
POWER_018,DATA_015,103,1,Energy Grid,103,1,active,False,False,False
POWER_018,MAG_013,117,1,Energy Grid,117,1,active,False,False,False
POWER_018,MAG_016,85,1,Energy Grid,85,1,active,False,False,False
POWER_018,DATA_002,110,1,Energy Grid,110,1,active,False,False,False
WATER_001,HOSP_009,76,3,Water Network,76,3,active,False,False,True
WATER_001,HOSP_002,65,2,Water Network,65,2,active,False,False,True
WATER_001,HOSP_008,88,1,Water Network,88,1,active,False,False,True
WATER_001,HOSP_007,30,2,Water Network,30,2,active,False,False,True
WATER_001,HOSP_003,74,2,Water Network,74,2,active,False,False,True
WATER_001,HOSP_006,71,4,Water Network,71,4,active,False,False,True
WATER_001,HOSP_010,57,3,Water Network,57,3,active,False,False,True
WATER_001,HOSP_001,82,3,Water Network,82,3,active,False,False,True
WATER_001,HOSP_004,54,3,Water Network,54,3,active,False,False,True
WATER_001,HOSP_005,70,2,Water Network,70,2,active,False,False,True
WATER_001,POWER_011,59,1,Water Network,59,1,active,False,False,True
WATER_001,POWER_009,45,2,Water Network,45,2,active,False,False,True
WATER_001,POWER_006,29,3,Water Network,29,3,active,False,False,True
WATER_002,HOSP_007,52,3,Water Network,52,3,active,False,False,True
